"id","breedtegraad","lengtegraad","weergavenaam","plaatsnaam","landcode","landnaam","status","status_uitleg","statusvolgorde","markerkleur","actief","oppervlakte_ha","oppervlakte","markergrootte","ontstaansdatum","ontstaansdatum_iso","duur_dagen","duur","detecties_24u","detecties_7d","uren_sinds_update","brandgevaar","status_bijgewerkt","bron_bijgewerkt_utc","opgehaald_utc","bron","bron_url"
"591980",37.2275,13.7911,"Naro","Naro","IT","Italië","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",109,"109 hectare",1.37,"1 augustus 2026","2026-08-01",3,"3 dagen",0,,22,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.812Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"586287",38.2741,21.9892,"Bosbrand in Griekenland",,"EL","Griekenland","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",868,"868 hectare",1.82,"31 juli 2026","2026-07-31",3,"3 dagen",0,,64,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.815Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"586290",43.4824,6.0843,"Correns","Correns","FR","Frankrijk","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",2032,"2.032 hectare",2,"31 juli 2026","2026-07-31",4,"4 dagen",0,,62,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.818Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"591836",37.5696,13.6416,"Cammarata","Cammarata","IT","Italië","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",534,"534 hectare",1.71,"31 juli 2026","2026-07-31",4,"4 dagen",0,,22,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.818Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"591827",39.7961,28.1921,"Bosbrand in Turkije",,"TR","Turkije","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",993,"993 hectare",1.85,"31 juli 2026","2026-07-31",4,"4 dagen",0,,23,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.819Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"586305",42.6695,18.2913,"Trebinje","Trebinje","BA","Bosnië en Herzegovina","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",745,"745 hectare",1.79,"31 juli 2026","2026-07-31",4,"4 dagen",30,,62,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.820Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584085",37.7234,22.7155,"Bosbrand in Griekenland",,"EL","Griekenland","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",560,"560 hectare",1.72,"31 juli 2026","2026-07-31",4,"4 dagen",0,,88,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.821Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584087",38.1343,23.2407,"Bosbrand in Griekenland",,"EL","Griekenland","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",11440,"11.440 hectare",2.38,"31 juli 2026","2026-07-31",4,"4 dagen",376,,88,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.821Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584088",38.2482,23.0265,"Bosbrand in Griekenland",,"EL","Griekenland","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",3746,"3.746 hectare",2.14,"31 juli 2026","2026-07-31",4,"4 dagen",0,,88,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.822Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"583383",41.7377,-7.553,"Redondelo","Redondelo","PT","Portugal","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",1119,"1.119 hectare",1.87,"30 juli 2026","2026-07-30",5,"5 dagen",0,,95,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.826Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"581396",35.1668,24.4649,"Bosbrand in Griekenland",,"EL","Griekenland","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",1284,"1.284 hectare",1.9,"30 juli 2026","2026-07-30",5,"5 dagen",0,,111,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.831Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"583385",41.7178,-7.2214,"Sonim e Barreiros","Sonim e Barreiros","PT","Portugal","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",3652,"3.652 hectare",2.13,"30 juli 2026","2026-07-30",5,"5 dagen",0,,95,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.832Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592390",42.7028,-6.7557,"Villafranca del Bierzo","Villafranca del Bierzo","ES","Spanje","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",1240,"1.240 hectare",1.9,"30 juli 2026","2026-07-30",5,"5 dagen",0,,21,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.833Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"581407",40.1199,26.475,"Çanakkale","Çanakkale","TR","Turkije","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",494,"494 hectare",1.7,"29 juli 2026","2026-07-29",6,"6 dagen",0,,110,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.835Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584073",36.4672,32.3137,"Antalya","Antalya","TR","Turkije","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",878,"878 hectare",1.82,"29 juli 2026","2026-07-29",6,"6 dagen",0,,90,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.835Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"581415",35.0138,26.1356,"Bosbrand in Griekenland",,"EL","Griekenland","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",441,"441 hectare",1.67,"29 juli 2026","2026-07-29",6,"6 dagen",0,,110,"Gemiddeld","4 augustus 2026 om 07:42","2026-08-04T05:42:33.835Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592384",37.3018,37.2086,"Bosbrand in Turkije",,"TR","Turkije","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",611,"611 hectare",1.74,"29 juli 2026","2026-07-29",6,"6 dagen",0,,21,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.836Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"580384",42.6795,-5.4039,"Vegas del Condado","Vegas del Condado","ES","Spanje","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",1531,"1.531 hectare",1.94,"29 juli 2026","2026-07-29",6,"6 dagen",0,,119,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.837Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"577308",41.3522,-6.3008,"Fermoselle","Fermoselle","ES","Spanje","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",11099,"11.099 hectare",2.37,"29 juli 2026","2026-07-29",6,"6 dagen",0,,135,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.839Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"577315",35.1261,24.6103,"Bosbrand in Griekenland",,"EL","Griekenland","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",5331,"5.331 hectare",2.21,"29 juli 2026","2026-07-29",6,"6 dagen",0,,132,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.840Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"577305",39.3174,26.9249,"Bosbrand in Turkije",,"TR","Turkije","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",4726,"4.726 hectare",2.19,"29 juli 2026","2026-07-29",6,"6 dagen",0,,136,"Onbekend","4 augustus 2026 om 07:42","2026-08-04T05:42:33.844Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"577298",36.6587,29.436,"Bosbrand in Turkije",,"TR","Turkije","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",5742,"5.742 hectare",2.23,"29 juli 2026","2026-07-29",6,"6 dagen",0,,136,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.844Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"586299",42.2907,13.3793,"Bosbrand in Italië",,"IT","Italië","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",836,"836 hectare",1.81,"29 juli 2026","2026-07-29",6,"6 dagen",35,,62,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.845Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"577007",41.6644,-7.2262,"Vilarandelo","Vilarandelo","PT","Portugal","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",10697,"10.697 hectare",2.36,"28 juli 2026","2026-07-28",7,"7 dagen",0,,143,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.850Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"577230",48.4824,17.1258,"Záhorie (vojenský obvod)","Záhorie (vojenský obvod)","SK","Slowakije","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",558,"558 hectare",1.72,"28 juli 2026","2026-07-28",7,"7 dagen",0,,141,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.855Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"577194",37.0173,25.1677,"Bosbrand in Griekenland",,"EL","Griekenland","Niet onder controle","Volgens de laatste beschikbare bronupdate was deze brand nog niet onder controle.",1,"#AA3228","Ja",1160,"1.160 hectare",1.88,"28 juli 2026","2026-07-28",7,"7 dagen",0,,142,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.855Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"591808",42.5707,0.7726,"Vilaller","Vilaller","ES","Spanje","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",29,"29 hectare",1.08,"1 augustus 2026","2026-08-01",3,"3 dagen",2,,23,"Laag","4 augustus 2026 om 07:42","2026-08-04T05:42:33.812Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592383",42.6935,0.7386,"Vielha e Mijaran","Vielha e Mijaran","ES","Spanje","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",7,"7 hectare",0.77,"1 augustus 2026","2026-08-01",3,"3 dagen",5,,21,"Laag","4 augustus 2026 om 07:42","2026-08-04T05:42:33.812Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592385",42.4531,0.4391,"Valle de Bardají","Valle de Bardají","ES","Spanje","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",20,"20 hectare",1,"1 augustus 2026","2026-08-01",3,"3 dagen",4,,21,"Laag","4 augustus 2026 om 07:42","2026-08-04T05:42:33.813Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"586298",41.5145,12.6773,"Nettuno","Nettuno","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",44,"44 hectare",1.17,"31 juli 2026","2026-07-31",4,"4 dagen",5,,62,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.816Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"591993",37.1041,14.4108,"Niscemi","Niscemi","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",19,"19 hectare",0.99,"31 juli 2026","2026-07-31",4,"4 dagen",0,,22,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.818Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592159",41.8127,15.7189,"Cagnano Varano","Cagnano Varano","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",102,"102 hectare",1.35,"31 juli 2026","2026-07-31",4,"4 dagen",0,,22,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.819Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592429",43.287,17.5762,"Bosbrand in Bosnië en Herzegovina",,"BA","Bosnië en Herzegovina","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",99,"99 hectare",1.35,"31 juli 2026","2026-07-31",4,"4 dagen",0,,20,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.819Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"591992",37.2599,14.0064,"Ravanusa","Ravanusa","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",200,"200 hectare",1.5,"31 juli 2026","2026-07-31",4,"4 dagen",0,,22,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.822Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"581096",53.5611,-7.0368,"Bracklin","Bracklin","IE","Ierland","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",45,"45 hectare",1.18,"28 juli 2026","2026-07-28",7,"7 dagen",0,,117,"Laag","4 augustus 2026 om 07:42","2026-08-04T05:42:33.852Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"580473",42.8694,0.0963,"Barèges","Barèges","FR","Frankrijk","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",33,"33 hectare",1.11,"28 juli 2026","2026-07-28",7,"7 dagen",1,,119,"Laag","4 augustus 2026 om 07:42","2026-08-04T05:42:33.853Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584058",41.8237,15.7185,"Cagnano Varano","Cagnano Varano","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",41,"41 hectare",1.16,"27 juli 2026","2026-07-27",8,"8 dagen",0,,92,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.865Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"581351",41.3492,19.9445,"Tiranë","Tiranë","AL","Albanië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",9,"9 hectare",0.83,"26 juli 2026","2026-07-26",9,"9 dagen",2,,116,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.873Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"586300",53.225,-6.2324,"Glencullen","Glencullen","IE","Ierland","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",15,"15 hectare",0.94,"25 juli 2026","2026-07-25",10,"10 dagen",2,,62,"Laag","4 augustus 2026 om 07:42","2026-08-04T05:42:33.885Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592113",44.8623,-0.8723,"Saint-Médard-en-Jalles","Saint-Médard-en-Jalles","FR","Frankrijk","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",172,"172 hectare",1.47,"25 juli 2026","2026-07-25",10,"10 dagen",0,,22,"Gemiddeld","4 augustus 2026 om 07:42","2026-08-04T05:42:33.886Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"575293",36.7853,8.7032,"Bosbrand in Tunesië",,"TN","Tunesië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",7,"7 hectare",0.77,"25 juli 2026","2026-07-25",10,"10 dagen",4,,160,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.888Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"575276",41.4964,13.5098,"Pastena","Pastena","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",133,"133 hectare",1.41,"24 juli 2026","2026-07-24",10,"10 dagen",0,,160,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.892Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"574961",43.4861,6.0509,"Correns","Correns","FR","Frankrijk","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",18,"18 hectare",0.98,"24 juli 2026","2026-07-24",10,"10 dagen",0,,166,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.893Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"574960",43.4861,6.0346,"Châteauvert","Châteauvert","FR","Frankrijk","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",263,"263 hectare",1.56,"24 juli 2026","2026-07-24",10,"10 dagen",0,,166,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.894Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"580512",46.4693,32.0972,"Bosbrand in Oekraïne",,"UA","Oekraïne","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",31,"31 hectare",1.1,"24 juli 2026","2026-07-24",11,"11 dagen",0,,119,"Gemiddeld","4 augustus 2026 om 07:42","2026-08-04T05:42:33.898Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584079",51.6646,-3.4615,"Rhondda Cynon Taf","Rhondda Cynon Taf","UK","Verenigd Koninkrijk","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",34,"34 hectare",1.12,"24 juli 2026","2026-07-24",11,"11 dagen",0,,89,"Laag","4 augustus 2026 om 07:42","2026-08-04T05:42:33.905Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"572413",42.0691,19.1672,"Bosbrand in Montenegro",,"ME","Montenegro","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",267,"267 hectare",1.56,"23 juli 2026","2026-07-23",11,"11 dagen",1,,188,"Gemiddeld","4 augustus 2026 om 07:42","2026-08-04T05:42:33.907Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592438",40.3729,-4.2847,"Navas del Rey","Navas del Rey","ES","Spanje","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",19939,"19.939 hectare",2.5,"23 juli 2026","2026-07-23",12,"12 dagen",0,,20,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.909Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"572441",36.202,3.8625,"Bosbrand in Algerije",,"DZ","Algerije","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",9,"9 hectare",0.83,"23 juli 2026","2026-07-23",12,"12 dagen",4,,187,"Onbekend","4 augustus 2026 om 07:42","2026-08-04T05:42:33.910Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"591944",37.5406,13.6744,"Casteltermini","Casteltermini","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",3,"3 hectare",0.59,"1 augustus 2026","2026-08-01",3,"3 dagen",0,1,22,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.813Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592462",38.2867,21.983,"Bosbrand in Griekenland",,"EL","Griekenland","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",3,"3 hectare",0.59,"1 augustus 2026","2026-08-01",3,"3 dagen",0,2,17,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.813Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592134",40.8211,14.7287,"Bracigliano","Bracigliano","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",4,"4 hectare",0.65,"1 augustus 2026","2026-08-01",3,"3 dagen",0,1,22,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.813Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592447",36.6665,37.2732,"Kilis","Kilis","TR","Turkije","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",41,"41 hectare",1.16,"1 augustus 2026","2026-08-01",3,"3 dagen",0,0,19,"Onbekend","4 augustus 2026 om 07:42","2026-08-04T05:42:33.814Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592470",41.4615,13.9548,"San Vittore del Lazio","San Vittore del Lazio","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",5,"5 hectare",0.7,"1 augustus 2026","2026-08-01",3,"3 dagen",0,0,17,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.814Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592057",39.2049,16.8743,"Castelsilano","Castelsilano","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",22,"22 hectare",1.02,"1 augustus 2026","2026-08-01",3,"3 dagen",0,0,22,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.814Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592471",41.4584,13.9583,"San Pietro Infine","San Pietro Infine","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",10,"10 hectare",0.85,"1 augustus 2026","2026-08-01",3,"3 dagen",0,0,17,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.814Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592469",39.7526,16.1354,"Lungro","Lungro","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",2,"2 hectare",0.5,"1 augustus 2026","2026-08-01",3,"3 dagen",0,0,17,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.815Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592428",43.8249,16.6825,"Bosbrand in Kroatië",,"HR","Kroatië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",4,"4 hectare",0.65,"1 augustus 2026","2026-08-01",3,"3 dagen",0,0,20,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.815Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"591828",39.7882,28.1814,"Bosbrand in Turkije",,"TR","Turkije","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",46,"46 hectare",1.18,"31 juli 2026","2026-07-31",3,"3 dagen",0,2,23,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.815Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592476",42.4,-7.8965,"Amoeiro","Amoeiro","ES","Spanje","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",3,"3 hectare",0.59,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,16,"Hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.816Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592434",40.4036,-4.384,"San Martín de Valdeiglesias","San Martín de Valdeiglesias","ES","Spanje","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",35,"35 hectare",1.12,"31 juli 2026","2026-07-31",4,"4 dagen",0,2,20,"Zeer hoog","4 augustus 2026 om 07:42","2026-08-04T05:42:33.816Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"586297",40.953,15.5971,"Melfi","Melfi","IT","Italië","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",72,"72 hectare",1.28,"31 juli 2026","2026-07-31",4,"4 dagen",0,3,62,"Extreem","4 augustus 2026 om 07:42","2026-08-04T05:42:33.816Z","2026-08-04T05:57:47Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
